pm10,month,pm10_40,pm10_60
23,1634,21,20
26,1635,24,24
25,1636,23,23
31,1637,29,28
31,1638,28,28
21,1639,20,19
21,1640,19,19
21,1641,19,19
72,1642,68,67
13,1643,12,12
12,1644,11,11
24,1645,22,21
44,1646,41,40
4,1647,3,3
23,1648,21,20
8,1649,7,7
18,1650,16,16
17,1651,16,16
18,1652,16,16
17,1653,15,15
16,1654,14,14
17,1655,16,16
31,1656,29,29
24,1657,23,22
NA,1658,NA,NA
18,1659,16,16
14,1660,13,12
9,1661,8,8
12,1662,10,10
1,1663,0,0
13,1664,11,11
20,1665,19,18
23,1666,21,21
34,1667,32,31
26,1668,24,23
18,1669,17,16
17,1670,16,15
61,1671,58,57
10,1672,9,8
9,1673,8,7
20,1674,18,18
35,1675,33,32
10,1676,9,8
17,1677,15,15
13,1678,12,12
17,1679,16,15
20,1680,18,18
11,1681,10,10
14,1682,13,12
7,1683,6,6
16,1684,14,14
21,1685,20,19
22,1686,21,20
22,1687,21,20
25,1688,23,22
10,1689,9,9
13,1690,11,11
15,1691,14,13
19,1692,17,17
23,1693,21,20
19,1694,18,17
22,1695,20,19
26,1696,24,24
14,1697,13,12
19,1698,17,17
16,1699,14,14
61,1700,58,57
34,1701,31,31
23,1702,21,21
21,1703,19,19
27,1704,25,24
31,1705,29,28
19,1706,17,17
18,1707,16,16
22,1708,20,20
29,1709,27,26
34,1710,31,31
35,1711,33,32
38,1712,35,34
29,1713,27,26
25,1714,23,23
24,1715,22,21
26,1716,24,24
31,1717,29,28
24,1718,22,22
23,1719,21,21
20,1720,18,17
23,1721,21,21
29,1722,27,26
23,1723,21,21
30,1724,28,28
19,1725,17,17
17,1726,15,15
17,1727,16,15
18,1728,17,16
19,1729,17,17
18,1730,16,16
16,1731,14,14
35,1732,33,32
27,1733,25,24
17,1734,16,15
26,1735,24,24
31,1736,29,29
19,1737,17,17
15,1738,14,14
17,1739,16,16
24,1740,22,22
27,1741,25,24
36,1742,34,33
38,1743,36,35
27,1744,25,25
24,1745,22,22
19,1746,17,17
23,1747,21,21
29,1748,27,27
26,1749,24,23
22,1750,20,20
16,1751,15,14
21,1752,19,19
27,1753,25,25
22,1754,20,19
28,1755,26,25
16,1756,14,14
13,1757,12,11
15,1758,14,13
15,1759,13,13
18,1760,16,16
18,1761,16,16
14,1762,13,12
32,1763,30,29
36,1764,33,33
18,1765,16,16
27,1766,25,24
26,1767,24,24
20,1768,18,18
16,1769,14,14
15,1770,13,13
23,1771,21,21
25,1772,23,23
33,1773,30,30
38,1774,35,35
27,1775,25,24
21,1776,19,19
15,1777,14,14
23,1778,21,21
30,1779,28,27
24,1780,22,22
22,1781,20,19
16,1782,15,14
22,1783,20,20
28,1784,26,26
22,1785,20,20
29,1786,27,27
16,1787,15,14
13,1788,12,12
17,1789,16,15
15,1790,14,13
18,1791,17,16
18,1792,16,16
14,1793,13,12
30,1794,28,28
15,1795,13,13
10,1796,9,9
16,1797,15,14
12,1798,11,11
9,1799,8,8
8,1800,7,7
11,1801,10,10
16,1802,14,14
21,1803,19,19
31,1804,29,29
32,1805,29,29
25,1806,23,22
19,1807,17,17
14,1808,13,12
18,1809,16,16
24,1810,23,22
18,1811,17,16
18,1812,16,16
13,1813,12,12
17,1814,15,15
25,1815,23,22
18,1816,17,16
23,1817,21,21
12,1818,11,10
10,1819,9,8
12,1820,10,10
12,1821,10,10
13,1822,12,12
15,1823,13,13
9,1824,8,8
26,1825,24,24
20,1826,18,18
11,1827,10,10
19,1828,17,17
19,1829,17,17
15,1830,13,13
11,1831,9,9
10,1832,8,8
16,1833,14,14
19,1834,17,17
28,1835,26,26
26,1836,24,23
19,1837,18,17
17,1838,15,15
13,1839,12,11
20,1840,18,18
23,1841,21,21
20,1842,18,18
18,1843,16,16
14,1844,12,12
19,1845,18,17
25,1846,23,22
19,1847,17,17
20,1848,19,18
12,1849,11,10
8,1850,7,7
11,1851,10,9
12,1852,10,10
13,1853,11,11
15,1854,13,13
11,1855,9,9
24,1856,22,22
13,1857,11,11
8,1858,7,7
15,1859,14,14
12,1860,11,10
8,1861,7,7
8,1862,7,7
10,1863,8,8
13,1864,12,12
17,1865,15,15
26,1866,24,23
21,1867,19,19
19,1868,18,17
18,1869,16,16
13,1870,11,11
10,1871,8,8
18,1872,16,16
14,1873,12,12
19,1874,17,17
13,1875,11,11
17,1876,16,16
22,1877,20,20
17,1878,15,15
19,1879,17,17
11,1880,9,9
10,1881,8,8
12,1882,11,10
13,1883,11,11
13,1884,12,12
14,1885,13,12
11,1886,9,9
22,1887,20,20
18,1888,16,16
18,1889,17,16
15,1890,13,13
13,1891,12,12
15,1892,14,13
17,1893,15,15
15,1894,14,13
18,1895,17,16
21,1896,19,19
22,1897,20,20
19,1898,18,17
13,1899,12,12
17,1900,15,15
25,1901,23,23
30,1902,28,27
26,1903,24,24
25,1904,23,22
9,1905,8,8
7,1906,6,6
4,1907,3,3
16,1908,14,14
18,1909,16,16
19,1910,18,17
15,1911,13,13
13,1912,12,12
17,1913,15,15
12,1914,10,10
16,1915,14,14
19,1916,17,17
18,1917,16,16
15,1918,14,13
19,1919,17,17
17,1920,16,16
15,1921,13,13
16,1922,15,15
18,1923,16,16
17,1924,15,15
19,1925,17,17
23,1926,21,21
22,1927,20,20
20,1928,18,18
12,1929,10,10
15,1930,14,13
25,1931,23,22
30,1932,28,28
26,1933,24,23
26,1934,24,24
8,1935,7,7
8,1936,7,6
6,1937,5,5
12,1938,11,11
17,1939,15,15
19,1940,18,17
15,1941,14,13
12,1942,11,10
16,1943,14,14
11,1944,9,9
16,1945,14,14
19,1946,17,17
19,1947,17,17
14,1948,13,13
18,1949,16,16
17,1950,15,15
15,1951,13,13
15,1952,14,14
18,1953,16,16
15,1954,13,13
18,1955,16,16
22,1956,20,20
21,1957,19,19
20,1958,18,18
11,1959,10,10
14,1960,13,12
26,1961,24,23
33,1962,30,30
28,1963,26,25
26,1964,24,24
9,1965,7,7
8,1966,7,7
5,1967,4,4
12,1968,11,11
17,1969,16,15
20,1970,18,18
17,1971,15,15
12,1972,10,10
19,1973,17,17
11,1974,10,10
14,1975,13,13
20,1976,18,18
12,1977,11,10
9,1978,7,7
11,1979,9,9
11,1980,9,9
10,1981,8,8
10,1982,9,9
12,1983,10,10
12,1984,11,10
14,1985,13,13
16,1986,15,15
17,1987,16,15
14,1988,12,12
8,1989,7,7
9,1990,8,7
19,1991,17,17
24,1992,22,21
20,1993,18,17
20,1994,18,18
4,1995,3,3
3,1996,2,2
2,1997,1,1
7,1998,6,6
12,1999,10,10
14,2000,12,12
11,2001,10,9
8,2002,7,7
9,2003,8,8
8,2004,6,6
10,2005,8,8
10,2006,8,8
14,2007,12,12
11,2008,10,9
13,2009,11,11
13,2010,12,12
12,2011,10,10
12,2012,11,11
14,2013,13,12
12,2014,11,10
18,2015,17,16
17,2016,15,15
18,2017,16,16
16,2018,14,14
9,2019,8,8
11,2020,9,9
20,2021,18,18
26,2022,24,24
21,2023,19,19
23,2024,21,21
7,2025,6,6
7,2026,5,5
4,2027,3,3
10,2028,8,8
14,2029,13,13
15,2030,13,13
16,2031,14,14
11,2032,9,9
12,2033,11,11
10,2034,8,8
34,2035,31,31
11,2036,10,9
9,2037,8,8
11,2038,10,10
13,2039,11,11
13,2040,11,11
13,2041,11,11
13,2042,12,12
13,2043,11,11
12,2044,11,10
14,2045,13,12
18,2046,16,16
18,2047,16,16
17,2048,16,15
9,2049,7,7
9,2050,8,8
17,2051,15,15
22,2052,20,19
17,2053,16,15
17,2054,15,15
3,2055,2,2
5,2056,4,4
2,2057,1,1
8,2058,7,7
12,2059,11,11
11,2060,10,9
NA,2061,NA,NA
11,2062,9,9
10,2063,9,9
9,2064,8,8
11,2065,10,9
13,2066,11,11
15,2067,14,13
14,2068,13,12
12,2069,11,11
21,2070,19,19
20,2071,18,18
25,2072,23,23
18,2073,17,16
18,2074,16,16
22,2075,20,20
26,2076,24,24
17,2077,16,15
14,2078,13,12
13,2079,12,12
16,2080,15,14
14,2081,12,12
11,2082,10,10
15,2083,13,13
24,2084,22,21
23,2085,21,21
25,2086,23,23
34,2087,32,31
31,2088,28,28
22,2089,20,20
21,2090,19,19
28,2091,26,25
29,2092,27,26
22,2093,20,20
21,2094,19,19
27,2095,25,25
16,2096,14,14
17,2097,15,15
16,2098,15,14
14,2099,13,13
14,2100,12,12
23,2101,21,21
23,2102,21,21
28,2103,26,26
20,2104,19,18
20,2105,18,18
26,2106,24,23
27,2107,25,24
15,2108,14,13
13,2109,12,12
17,2110,15,15
17,2111,15,15
15,2112,13,13
11,2113,10,10
15,2114,13,13
26,2115,24,23
27,2116,25,25
35,2117,33,32
40,2118,38,37
32,2119,29,29
22,2120,20,20
23,2121,21,21
31,2122,29,28
31,2123,29,28
27,2124,25,24
26,2125,24,24
30,2126,28,27
18,2127,16,16
16,2128,14,14
14,2129,13,12
14,2130,12,12
11,2131,10,9
19,2132,17,17
21,2133,20,19
24,2134,22,22
19,2135,17,17
18,2136,17,16
24,2137,22,22
25,2138,23,23
14,2139,12,12
13,2140,12,11
16,2141,15,14
20,2142,18,18
19,2143,17,17
10,2144,9,9
13,2145,11,11
21,2146,19,19
26,2147,24,24
36,2148,34,33
33,2149,31,31
27,2150,25,25
19,2151,17,17
18,2152,16,16
25,2153,23,22
26,2154,24,24
22,2155,20,19
18,2156,17,16
22,2157,21,20
16,2158,14,14
12,2159,11,10
7,2160,6,6
9,2161,8,8
7,2162,6,6
14,2163,12,12
17,2164,15,15
21,2165,19,19
11,2166,10,9
13,2167,11,11
17,2168,15,15
20,2169,19,18
7,2170,5,5
9,2171,8,8
11,2172,9,9
10,2173,9,9
8,2174,7,7
7,2175,6,6
9,2176,8,8
16,2177,14,14
17,2178,15,15
19,2179,17,17
19,2180,17,17
19,2181,17,17
13,2182,11,11
14,2183,13,12
18,2184,16,16
19,2185,17,17
16,2186,14,14
15,2187,13,13
17,2188,15,15
11,2189,10,10
8,2190,7,7
9,2191,7,7
10,2192,9,9
9,2193,7,7
14,2194,13,12
16,2195,15,15
18,2196,16,16
15,2197,13,13
14,2198,12,12
20,2199,18,18
21,2200,19,19
12,2201,10,10
12,2202,10,10
12,2203,11,10
13,2204,12,11
11,2205,9,9
9,2206,8,8
12,2207,10,10
19,2208,17,17
20,2209,18,18
26,2210,24,23
28,2211,26,25
20,2212,19,18
15,2213,14,14
15,2214,14,13
22,2215,20,20
18,2216,17,16
16,2217,14,14
15,2218,13,13
18,2219,16,16
12,2220,11,10
9,2221,8,8
10,2222,9,9
10,2223,9,9
9,2224,8,8
11,2225,10,9
15,2226,13,13
18,2227,16,16
13,2228,11,11
14,2229,12,12
17,2230,16,15
8,2231,7,7
10,2232,8,8
10,2233,9,9
4,2234,3,3
9,2235,8,7
10,2236,9,9
8,2237,7,7
12,2238,11,10
17,2239,15,15
17,2240,15,15
18,2241,17,16
15,2242,14,14
16,2243,14,14
13,2244,12,11
15,2245,13,13
18,2246,16,16
17,2247,15,15
16,2248,14,14
12,2249,11,11
16,2250,14,14
12,2251,11,11
10,2252,8,8
17,2253,15,15
19,2254,17,17
21,2255,19,19
17,2256,15,15
16,2257,14,14
19,2258,17,17
12,2259,10,10
11,2260,9,9
12,2261,11,11
13,2262,12,12
18,2263,16,16
31,2264,29,29
20,2265,18,18
22,2266,20,19
27,2267,25,24
16,2268,14,14
17,2269,16,16
13,2270,11,11
14,2271,12,12
21,2272,20,19
23,2273,21,21
23,2274,21,21
42,2275,39,38
516,2276,496,486
22,2277,21,20
25,2278,23,23
29,2279,27,27
41,2280,39,38
33,2281,31,30
27,2282,25,24
19,2283,17,17
20,2284,18,18
23,2285,21,21
19,2286,17,17
21,2287,19,19
23,2288,21,20
13,2289,12,12
15,2290,13,13
16,2291,14,14
17,2292,16,15
22,2293,20,19
30,2294,28,28
18,2295,16,16
18,2296,17,16
26,2297,24,24
16,2298,15,14
18,2299,16,16
14,2300,12,12
17,2301,15,15
20,2302,18,18
24,2303,22,22
27,2304,25,25
35,2305,32,32
53,2306,50,49
23,2307,21,21
27,2308,25,24
29,2309,27,26
37,2310,34,34
34,2311,32,31
24,2312,22,21
15,2313,14,13
19,2314,17,17
20,2315,18,18
16,2316,14,14
20,2317,18,18
20,2318,18,18
11,2319,10,10
13,2320,11,11
16,2321,14,14
16,2322,15,14
20,2323,19,18
28,2324,26,25
14,2325,13,12
14,2326,13,13
21,2327,19,19
16,2328,14,14
16,2329,15,14
13,2330,11,11
16,2331,15,14
19,2332,18,17
21,2333,19,19
25,2334,23,22
24,2335,22,22
35,2336,33,32
18,2337,17,16
22,2338,20,20
25,2339,23,23
30,2340,28,28
27,2341,25,25
20,2342,18,18
11,2343,10,10
13,2344,11,11
14,2345,12,12
11,2346,10,9
10,2347,8,8
14,2348,12,12
8,2349,7,7
6,2350,5,5
8,2351,7,7
8,2352,7,7
13,2353,12,12
16,2354,14,14
9,2355,8,8
9,2356,8,8
14,2357,13,12
8,2358,7,7
10,2359,9,9
8,2360,7,6
9,2361,7,7
12,2362,10,10
16,2363,14,14
17,2364,16,15
16,2365,14,14
41,2366,39,38
15,2367,14,13
16,2368,14,14
20,2369,18,18
25,2370,23,22
22,2371,20,19
14,2372,13,12
14,2373,13,12
14,2374,12,12
15,2375,14,13
11,2376,9,9
15,2377,14,13
17,2378,16,15
10,2379,9,9
8,2380,7,6
10,2381,9,9
11,2382,10,9
17,2383,15,15
19,2384,17,17
12,2385,11,11
14,2386,13,12
17,2387,16,16
10,2388,9,8
12,2389,11,10
9,2390,8,8
11,2391,10,10
16,2392,14,14
17,2393,15,15
18,2394,17,16
17,2395,16,15
29,2396,26,26
16,2397,15,14
15,2398,13,13
22,2399,20,20
28,2400,26,25
22,2401,21,20
16,2402,15,14
11,2403,9,9
9,2404,7,7
13,2405,11,11
9,2406,8,8
12,2407,10,10
14,2408,13,12
9,2409,8,7
8,2410,6,6
8,2411,7,7
10,2412,9,9
13,2413,12,12
15,2414,13,13
12,2415,10,10
12,2416,11,11
16,2417,14,14
8,2418,7,7
10,2419,9,9
9,2420,8,7
10,2421,9,9
14,2422,13,13
17,2423,15,15
17,2424,15,15
15,2425,13,13
14,2426,12,12
14,2427,12,12
15,2428,14,14
21,2429,19,19
25,2430,23,22
22,2431,21,20
16,2432,14,14
27,2433,25,24
30,2434,28,28
22,2435,20,20
20,2436,18,18
23,2437,21,20
25,2438,23,22
24,2439,22,22
28,2440,26,25
25,2441,23,22
29,2442,26,26
33,2443,30,30
23,2444,21,21
25,2445,23,22
27,2446,25,25
33,2447,30,30
21,2448,19,19
22,2449,21,20
21,2450,20,19
21,2451,19,19
24,2452,22,22
22,2453,20,19
24,2454,22,22
30,2455,28,27
36,2456,34,33
29,2457,27,26
22,2458,20,20
31,2459,28,28
30,2460,28,27
26,2461,24,23
31,2462,29,28
35,2463,33,32
30,2464,28,28
28,2465,26,25
21,2466,19,19
19,2467,18,17
25,2468,23,22
31,2469,29,28
27,2470,25,24
30,2471,28,27
26,2472,24,24
30,2473,28,27
26,2474,24,24
23,2475,21,21
24,2476,22,22
25,2477,23,22
29,2478,27,26
23,2479,21,21
24,2480,22,21
22,2481,21,20
21,2482,19,18
22,2483,20,20
22,2484,20,20
23,2485,21,21
33,2486,31,30
32,2487,30,29
25,2488,23,23
20,2489,19,18
27,2490,25,24
31,2491,29,28
27,2492,25,25
30,2493,28,27
32,2494,30,30
27,2495,25,25
22,2496,21,20
19,2497,17,17
18,2498,16,16
21,2499,19,19
28,2500,26,26
23,2501,21,21
27,2502,25,24
22,2503,21,20
26,2504,24,23
24,2505,22,21
15,2506,13,13
22,2507,20,20
21,2508,19,19
24,2509,22,22
20,2510,18,18
20,2511,19,18
21,2512,19,19
17,2513,16,15
20,2514,18,18
21,2515,19,19
21,2516,19,18
29,2517,27,26
30,2518,28,28
21,2519,20,19
20,2520,18,18
24,2521,22,21
29,2522,27,26
27,2523,25,24
27,2524,25,25
35,2525,33,32
21,2526,19,19
17,2527,16,15
13,2528,11,11
14,2529,13,13
15,2530,14,13
18,2531,16,16
19,2532,18,17
20,2533,18,18
19,2534,17,17
21,2535,19,18
19,2536,17,17
13,2537,12,12
16,2538,14,14
15,2539,13,13
17,2540,16,15
15,2541,13,13
14,2542,13,13
16,2543,14,14
14,2544,12,12
12,2545,11,11
14,2546,12,12
16,2547,14,14
21,2548,19,19
23,2549,22,21
18,2550,16,16
15,2551,14,14
19,2552,17,17
22,2553,20,19
21,2554,19,19
22,2555,20,20
24,2556,22,21
25,2557,23,22
17,2558,16,15
19,2559,17,17
15,2560,14,14
18,2561,17,16
25,2562,23,23
18,2563,17,16
22,2564,20,20
18,2565,17,16
23,2566,21,21
22,2567,20,20
10,2568,9,9
20,2569,19,18
19,2570,18,17
18,2571,16,16
16,2572,15,15
16,2573,14,14
18,2574,17,16
15,2575,13,13
17,2576,15,15
18,2577,16,16
17,2578,16,15
26,2579,25,24
28,2580,26,25
20,2581,18,18
17,2582,15,15
19,2583,18,17
29,2584,27,27
20,2585,18,17
28,2586,26,26
NA,2587,NA,NA
20,2588,18,18
16,2589,14,14
6,2590,5,5
13,2591,12,12
16,2592,14,14
20,2593,18,17
18,2594,16,16
19,2595,17,17
18,2596,17,16
20,2597,18,18
19,2598,17,17
14,2599,12,12
17,2600,15,15
16,2601,15,14
17,2602,16,15
14,2603,12,12
14,2604,12,12
16,2605,15,14
13,2606,12,12
15,2607,13,13
15,2608,14,13
15,2609,14,13
19,2610,18,17
22,2611,20,20
18,2612,17,16
17,2613,15,15
16,2614,14,14
25,2615,23,22
19,2616,18,17
21,2617,20,19
21,2618,19,19
33,2619,31,30
28,2620,26,26
16,2621,14,14
20,2622,18,18
22,2623,21,20
25,2624,24,23
28,2625,26,25
26,2626,24,24
34,2627,31,31
42,2628,39,38
28,2629,26,26
33,2630,31,30
26,2631,24,23
27,2632,25,24
21,2633,20,19
31,2634,28,28
25,2635,23,23
27,2636,25,24
22,2637,20,20
24,2638,22,22
28,2639,26,25
35,2640,33,32
27,2641,25,24
25,2642,23,23
25,2643,23,23
10,2644,9,8
13,2645,11,11
15,2646,13,13
32,2647,30,30
27,2648,25,24
19,2649,17,17
21,2650,19,19
23,2651,21,21
25,2652,24,23
29,2653,27,27
29,2654,27,26
33,2655,31,31
42,2656,40,39
29,2657,27,27
32,2658,30,30
27,2659,25,25
24,2660,22,21
23,2661,21,21
26,2662,24,23
26,2663,24,23
29,2664,27,26
23,2665,21,20
22,2666,20,20
23,2667,21,21
31,2668,29,28
24,2669,22,22
23,2670,21,20
22,2671,20,20
10,2672,8,8
12,2673,11,11
13,2674,11,11
28,2675,26,25
21,2676,20,19
19,2677,17,17
22,2678,20,19
24,2679,22,21
24,2680,22,22
28,2681,26,25
29,2682,27,27
32,2683,30,29
37,2684,35,34
27,2685,25,24
27,2686,25,25
25,2687,23,22
22,2688,20,19
19,2689,18,17
22,2690,20,20
22,2691,20,20
27,2692,25,24
17,2693,15,15
20,2694,18,18
22,2695,20,20
28,2696,26,26
25,2697,23,22
19,2698,18,17
21,2699,20,19
9,2700,8,8
11,2701,10,10
13,2702,12,11
22,2703,20,20
22,2704,20,20
12,2705,11,11
14,2706,13,12
16,2707,15,15
18,2708,16,16
21,2709,20,19
18,2710,17,16
26,2711,24,24
34,2712,32,31
24,2713,22,22
24,2714,22,21
21,2715,19,19
15,2716,14,14
19,2717,17,17
20,2718,19,18
17,2719,16,15
22,2720,20,20
18,2721,16,16
18,2722,16,16
18,2723,17,16
20,2724,18,18
16,2725,15,14
15,2726,14,14
16,2727,14,14
6,2728,5,4
9,2729,8,7
9,2730,8,8
NA,2731,NA,NA
NA,2732,NA,NA
14,2733,12,12
14,2734,13,12
17,2735,16,15
19,2736,18,17
24,2737,22,22
23,2738,22,21
28,2739,26,26
33,2740,31,30
22,2741,20,20
25,2742,23,22
23,2743,22,21
18,2744,17,16
17,2745,15,15
19,2746,18,17
19,2747,17,17
22,2748,20,20
17,2749,15,15
17,2750,15,15
17,2751,15,15
25,2752,23,23
18,2753,16,16
24,2754,22,21
13,2755,12,12
8,2756,7,7
10,2757,8,8
10,2758,9,8
24,2759,22,22
20,2760,18,18
12,2761,10,10
12,2762,11,10
15,2763,14,13
16,2764,15,14
16,2765,14,14
22,2766,20,20
24,2767,22,22
30,2768,28,28
21,2769,19,19
24,2770,22,21
22,2771,20,20
16,2772,15,15
16,2773,15,15
15,2774,13,13
16,2775,14,14
17,2776,16,15
15,2777,13,13
14,2778,13,13
16,2779,15,14
16,2780,15,14
13,2781,12,12
13,2782,11,11
14,2783,13,12
NA,2784,NA,NA
NA,2785,NA,NA
5,2786,4,3
17,2787,16,15
21,2788,19,19
23,2789,21,21
24,2790,22,22
21,2791,19,19
23,2792,21,20
16,2793,14,14
19,2794,17,17
19,2795,17,17
17,2796,16,15
18,2797,16,16
NA,2798,NA,NA
23,2799,21,20
30,2800,28,27
28,2801,26,26
35,2802,33,32
44,2803,41,40
38,2804,36,35
27,2805,25,24
12,2806,10,10
18,2807,16,16
19,2808,17,17
26,2809,24,24
25,2810,24,23
31,2811,29,28
13,2812,11,11
12,2813,11,11
24,2814,22,21
26,2815,24,23
28,2816,26,25
19,2817,17,17
18,2818,17,16
22,2819,20,19
24,2820,22,22
18,2821,16,16
22,2822,20,20
16,2823,15,14
19,2824,17,17
20,2825,18,17
17,2826,15,15
17,2827,15,15
NA,2828,NA,NA
24,2829,22,21
32,2830,30,30
25,2831,24,23
35,2832,32,32
42,2833,40,39
34,2834,31,31
24,2835,22,22
10,2836,8,8
17,2837,16,15
16,2838,14,14
21,2839,19,19
18,2840,16,16
27,2841,25,24
11,2842,10,10
11,2843,10,10
21,2844,19,19
22,2845,20,20
26,2846,25,24
17,2847,16,15
17,2848,15,15
19,2849,18,17
22,2850,20,19
14,2851,13,12
19,2852,17,17
17,2853,15,15
17,2854,15,15
19,2855,17,17
16,2856,15,14
17,2857,15,15
NA,2858,NA,NA
24,2859,22,21
30,2860,28,28
25,2861,23,23
33,2862,31,30
42,2863,39,38
31,2864,29,28
23,2865,21,20
9,2866,8,8
16,2867,15,15
17,2868,15,15
20,2869,18,18
17,2870,16,15
32,2871,30,29
13,2872,12,12
12,2873,11,10
22,2874,20,20
24,2875,23,22
25,2876,23,23
11,2877,10,10
11,2878,10,10
13,2879,11,11
18,2880,17,16
12,2881,10,10
15,2882,14,13
12,2883,11,10
10,2884,9,9
10,2885,9,9
10,2886,9,8
10,2887,9,9
NA,2888,NA,NA
13,2889,12,12
21,2890,19,19
18,2891,16,16
26,2892,24,24
31,2893,29,28
25,2894,23,23
19,2895,17,17
9,2896,7,7
9,2897,8,8
11,2898,9,9
14,2899,13,12
9,2900,8,7
21,2901,19,19
6,2902,5,5
NA,2903,NA,NA
19,2904,17,17
16,2905,15,14
17,2906,16,15
14,2907,12,12
11,2908,10,9
13,2909,12,12
15,2910,14,13
11,2911,9,9
17,2912,15,15
12,2913,10,10
11,2914,10,10
14,2915,13,12
11,2916,10,10
13,2917,11,11
NA,2918,NA,NA
17,2919,16,15
25,2920,23,23
19,2921,17,17
27,2922,25,24
31,2923,29,29
27,2924,25,25
17,2925,15,15
7,2926,6,6
16,2927,14,14
10,2928,9,9
15,2929,13,13
13,2930,12,11
22,2931,21,20
9,2932,8,8
10,2933,8,8
18,2934,16,16
17,2935,16,15
20,2936,18,18
7,2937,6,6
9,2938,8,8
11,2939,10,10
13,2940,12,12
10,2941,9,9
14,2942,13,12
12,2943,11,10
3,2944,2,2
8,2945,7,7
9,2946,8,7
12,2947,11,10
NA,2948,NA,NA
15,2949,13,13
20,2950,18,18
18,2951,17,16
26,2952,24,23
28,2953,26,25
26,2954,24,23
15,2955,13,13
7,2956,6,6
10,2957,9,8
9,2958,8,7
13,2959,12,11
11,2960,10,9
21,2961,19,19
6,2962,5,5
8,2963,6,6
13,2964,12,11
14,2965,12,12
14,2966,12,12
29,2967,27,26
17,2968,15,15
15,2969,13,13
15,2970,13,13
18,2971,17,16
35,2972,32,32
28,2973,26,25
28,2974,26,26
35,2975,32,32
20,2976,19,18
10,2977,9,8
10,2978,9,9
17,2979,15,15
12,2980,10,10
14,2981,13,12
19,2982,18,17
22,2983,20,20
21,2984,19,19
29,2985,27,27
27,2986,25,25
84,2987,79,78
81,2988,77,76
33,2989,31,30
19,2990,17,17
18,2991,17,16
17,2992,16,15
30,2993,28,27
37,2994,35,34
41,2995,38,38
44,2996,41,40
32,2997,30,29
26,2998,24,23
14,2999,13,13
12,3000,10,10
11,3001,10,10
14,3002,13,12
26,3003,25,24
27,3004,25,24
27,3005,25,25
33,3006,31,30
22,3007,20,19
10,3008,9,9
10,3009,8,8
17,3010,15,15
13,3011,11,11
14,3012,13,13
17,3013,15,15
23,3014,21,21
23,3015,21,21
32,3016,30,29
30,3017,28,27
85,3018,80,79
81,3019,77,75
29,3020,27,26
15,3021,14,13
18,3022,16,16
16,3023,14,14
20,3024,19,18
29,3025,27,27
32,3026,30,29
33,3027,31,31
33,3028,31,30
23,3029,21,20
16,3030,14,14
14,3031,12,12
11,3032,10,10
16,3033,15,15
21,3034,19,19
24,3035,22,22
27,3036,25,25
28,3037,26,26
19,3038,18,17
9,3039,8,7
8,3040,7,7
16,3041,15,14
12,3042,10,10
14,3043,13,13
16,3044,14,14
21,3045,20,19
19,3046,17,17
23,3047,21,21
26,3048,24,24
88,3049,83,82
76,3050,72,70
26,3051,24,24
14,3052,12,12
15,3053,13,13
15,3054,14,13
18,3055,16,16
25,3056,23,23
21,3057,19,19
31,3058,29,28
30,3059,28,28
16,3060,14,14
10,3061,9,9
7,3062,6,6
6,3063,5,5
8,3064,7,7
13,3065,11,11
14,3066,12,12
24,3067,22,22
35,3068,33,32
30,3069,28,28
4,3070,3,3
4,3071,3,3
9,3072,8,8
9,3073,7,7
5,3074,4,4
8,3075,6,6
12,3076,11,10
13,3077,12,11
13,3078,12,11
16,3079,14,14
71,3080,67,66
66,3081,63,62
22,3082,20,20
8,3083,7,6
11,3084,10,9
8,3085,7,7
12,3086,10,10
17,3087,15,15
15,3088,14,14
23,3089,21,21
24,3090,22,22
18,3091,17,16
10,3092,8,8
9,3093,7,7
8,3094,7,7
11,3095,10,9
16,3096,15,14
16,3097,15,14
22,3098,20,20
23,3099,21,21
15,3100,13,13
7,3101,6,6
7,3102,6,6
12,3103,11,10
8,3104,7,7
9,3105,8,8
10,3106,9,9
15,3107,13,13
15,3108,14,14
16,3109,15,14
18,3110,16,16
68,3111,64,63
56,3112,53,52
17,3113,15,15
11,3114,9,9
11,3115,9,9
9,3116,8,8
11,3117,10,9
19,3118,17,17
12,3119,10,10
20,3120,18,18
22,3121,20,20
15,3122,13,13
9,3123,8,8
9,3124,7,7
8,3125,7,7
9,3126,8,8
11,3127,10,9
15,3128,13,13
18,3129,16,16
18,3130,17,16
12,3131,11,11
NA,3132,NA,NA
NA,3133,NA,NA
7,3134,5,5
7,3135,6,6
8,3136,6,6
10,3137,9,9
17,3138,16,15
15,3139,13,13
11,3140,10,10
14,3141,12,12
48,3142,45,44
51,3143,48,47
21,3144,19,19
9,3145,7,7
9,3146,7,7
9,3147,8,7
10,3148,8,8
14,3149,12,12
13,3150,12,12
19,3151,17,17
21,3152,19,19
31,3153,29,28
36,3154,34,33
27,3155,25,24
15,3156,14,13
20,3157,18,18
20,3158,18,18
36,3159,34,33
19,3160,17,17
31,3161,29,28
30,3162,28,27
27,3163,25,25
35,3164,32,32
38,3165,36,35
25,3166,23,23
28,3167,26,25
26,3168,24,23
33,3169,31,31
41,3170,38,37
44,3171,42,41
30,3172,28,27
32,3173,30,29
42,3174,39,38
48,3175,46,45
42,3176,39,38
24,3177,22,22
23,3178,21,21
30,3179,28,28
32,3180,30,29
29,3181,27,26
